id,ville,arrondissement,quartier,surface_m2,nb_pieces,nb_chambres,nb_salles_bain,etage,ascenseur,annee_construction,etat_logement,type_chauffage,climatisation,parking,balcon,terrasse,cave,meuble,distance_centre_ville_km,zone_type,transports_publics_score,commerces_proximite_score,ecoles_proximite_score,agence_type,annee,mois,prix_loyer_mensuel,gamme_prix,prix_m2,age_batiment,score_commodites,score_environnement_global,densite_logement,categorie_logement
LOC_000312,Strasbourg,Sud,Périphérie,20.6,1,0,1,0,Non,1982,Moyen,Électrique,Non,Non,Non,Non,Non,Non,11.1,Banlieue,3,3,4,Particulier,2022,7,300,< 800€,14.563106796116504,42,0,3.3333333333333335,0.0,Studio
LOC_000313,Nantes,Est,Université,43.3,3,1,1,6,Oui,1866,Moyen,Fuel,Non,Oui,Oui,Non,Oui,Oui,12.0,Banlieue,1,2,2,Agence_locale,2024,4,575,< 800€,13.27944572748268,158,3,1.6666666666666667,2.3094688221709005,T3
LOC_000314,Montpellier,Ouest,Historique,33.2,2,1,1,2,Oui,1857,Bon,Fuel,Non,Oui,Non,Non,Non,Oui,13.9,Banlieue,1,3,4,Agence_nationale,2023,8,553,< 800€,16.656626506024097,167,1,2.6666666666666665,3.012048192771084,T2
LOC_000315,Nantes,Centre,Historique,67.4,4,3,1,3,Oui,1978,À_rénover,Électrique,Non,Non,Non,Non,Non,Oui,1.4,Centre,4,5,4,Promoteur,2022,7,879,800-1200€,13.041543026706231,46,0,4.333333333333333,4.451038575667655,T4
LOC_000316,Toulouse,Est,Commerce,27.5,2,1,1,7,Oui,2000,Très_bon,Électrique,Non,Oui,Non,Non,Oui,Oui,5.1,Périphérie,1,3,3,Agence_nationale,2024,12,663,< 800€,24.10909090909091,24,2,2.3333333333333335,3.6363636363636362,T2
LOC_000317,Lille,Centre,Centre-ville,25.7,2,1,1,4,Oui,1929,Moyen,Fuel,Non,Non,Non,Non,Non,Oui,1.6,Centre,5,5,4,Particulier,2023,1,354,< 800€,13.77431906614786,95,0,4.666666666666667,3.8910505836575875,T2
LOC_000318,Toulouse,Nord,Moderne,44.6,3,1,1,12,Oui,1870,À_rénover,Collectif,Non,Oui,Non,Non,Non,Non,13.6,Banlieue,1,4,3,Particulier,2022,5,358,< 800€,8.026905829596412,154,1,2.6666666666666665,2.242152466367713,T3
LOC_000319,Lille,Ouest,Industriel,26.7,2,1,1,10,Oui,2011,Très_bon,Fuel,Oui,Oui,Oui,Non,Oui,Oui,3.3,Proche_centre,5,3,4,Agence_nationale,2023,7,543,< 800€,20.337078651685395,13,4,4.0,3.7453183520599254,T2
LOC_000320,Marseille,Sud,Université,66.2,4,2,1,3,Oui,1944,Bon,Fuel,Non,Non,Oui,Non,Non,Non,12.9,Banlieue,3,2,2,Promoteur,2023,8,897,800-1200€,13.549848942598187,80,1,2.3333333333333335,3.021148036253776,T4
LOC_000321,Marseille,Centre,Historique,50.1,3,2,1,1,Non,1893,À_rénover,Gaz,Non,Non,Non,Non,Non,Oui,1.2,Centre,4,4,4,Agence_nationale,2022,5,735,< 800€,14.67065868263473,131,0,4.0,3.992015968063872,T3
LOC_000322,Strasbourg,Nord,Historique,68.2,4,2,1,11,Oui,1957,Bon,Fuel,Oui,Non,Oui,Non,Oui,Non,10.2,Banlieue,3,3,2,Particulier,2024,8,1118,800-1200€,16.392961876832842,67,3,2.6666666666666665,2.9325513196480935,T4
LOC_000323,Nantes,Est,Commerce,56.6,3,1,1,1,Oui,1865,Très_bon,Collectif,Non,Oui,Non,Non,Non,Non,11.5,Banlieue,1,2,3,Promoteur,2023,3,1073,800-1200€,18.957597173144876,159,1,2.0,1.76678445229682,T3
LOC_000324,Nantes,Nord,Banlieue,70.2,4,3,1,8,Oui,1936,À_rénover,Gaz,Non,Oui,Oui,Non,Oui,Oui,5.2,Périphérie,2,4,3,Promoteur,2023,7,732,< 800€,10.427350427350428,88,3,3.0,4.273504273504273,T4
LOC_000325,Lille,Sud,Banlieue,50.5,3,1,1,11,Non,1888,Moyen,Collectif,Non,Oui,Oui,Oui,Oui,Non,13.7,Banlieue,1,4,3,Promoteur,2023,5,498,< 800€,9.861386138613861,136,4,2.6666666666666665,1.9801980198019802,T3
LOC_000326,Paris,15ème,Quartier_15ème,43.0,3,1,1,7,Oui,1887,Bon,Gaz,Non,Oui,Oui,Non,Non,Non,7.3,Périphérie,3,2,4,Particulier,2022,8,1597,1200-1800€,37.13953488372093,137,2,3.0,2.3255813953488373,T3
LOC_000327,Marseille,Est,Gare,50.9,3,2,1,5,Oui,1881,Bon,Électrique,Non,Non,Oui,Non,Non,Non,9.0,Périphérie,2,4,3,Particulier,2024,10,746,< 800€,14.656188605108055,143,1,3.0,3.9292730844793713,T3
LOC_000328,Lille,Est,Industriel,73.8,4,3,1,3,Non,2014,Très_bon,Collectif,Non,Oui,Non,Non,Non,Oui,15.0,Banlieue,2,2,2,Agence_locale,2023,1,1557,1200-1800€,21.097560975609756,10,1,2.0,4.0650406504065035,T4
LOC_000329,Strasbourg,Sud,Université,21.8,1,0,1,11,Non,1929,À_rénover,Électrique,Non,Oui,Oui,Oui,Non,Non,8.9,Périphérie,2,4,4,Promoteur,2022,7,300,< 800€,13.761467889908257,95,3,3.3333333333333335,0.0,Studio
LOC_000330,Nantes,Ouest,Université,81.6,4,2,2,10,Oui,1889,À_rénover,Électrique,Non,Oui,Non,Oui,Non,Oui,8.1,Périphérie,1,4,3,Agence_locale,2022,7,1039,800-1200€,12.732843137254903,135,2,2.6666666666666665,2.450980392156863,T4
LOC_000331,Nice,Ouest,Centre-ville,45.1,3,2,1,8,Oui,1874,Moyen,Fuel,Non,Oui,Non,Non,Oui,Non,14.0,Banlieue,2,2,2,Promoteur,2024,7,969,800-1200€,21.485587583148558,150,2,2.0,4.434589800443459,T3
LOC_000332,Strasbourg,Sud,Industriel,71.5,4,2,1,9,Non,1937,À_rénover,Fuel,Non,Oui,Non,Non,Non,Oui,8.5,Périphérie,3,2,2,Promoteur,2022,2,588,< 800€,8.223776223776223,87,1,2.3333333333333335,2.797202797202797,T4
LOC_000333,Marseille,Est,Moderne,32.3,2,1,1,4,Oui,2007,Très_bon,Électrique,Non,Oui,Oui,Non,Oui,Oui,13.4,Banlieue,1,4,2,Particulier,2022,1,760,< 800€,23.529411764705884,17,3,2.3333333333333335,3.0959752321981426,T2
LOC_000334,Marseille,Nord,Historique,33.6,2,1,1,1,Non,1968,Bon,Électrique,Oui,Non,Non,Non,Non,Oui,13.3,Banlieue,2,4,2,Agence_locale,2022,8,704,< 800€,20.952380952380953,56,1,2.6666666666666665,2.976190476190476,T2
LOC_000335,Strasbourg,Centre,Industriel,71.0,4,2,1,6,Non,1998,Bon,Électrique,Non,Non,Non,Non,Non,Non,1.3,Centre,5,4,5,Particulier,2023,10,582,< 800€,8.19718309859155,26,0,4.666666666666667,2.8169014084507045,T4
LOC_000336,Strasbourg,Ouest,Industriel,47.8,3,1,1,7,Oui,2009,Bon,Gaz,Non,Oui,Oui,Non,Non,Oui,6.2,Périphérie,1,4,4,Agence_nationale,2024,1,947,800-1200€,19.81171548117155,15,2,3.0,2.0920502092050213,T3
LOC_000337,Montpellier,Nord,Résidentiel,84.2,5,3,2,12,Non,1891,Moyen,Gaz,Non,Non,Oui,Oui,Non,Oui,7.7,Périphérie,2,3,3,Agence_locale,2024,12,1397,1200-1800€,16.59144893111639,133,2,2.6666666666666665,3.5629453681710213,T5+
LOC_000338,Paris,1er,Quartier_1er,32.9,2,1,1,5,Oui,1894,À_rénover,Fuel,Oui,Oui,Non,Non,Oui,Oui,0.7,Centre,5,5,4,Particulier,2022,9,1339,1200-1800€,40.69908814589666,130,3,4.666666666666667,3.0395136778115504,T2
LOC_000339,Marseille,Ouest,Périphérie,36.7,2,1,1,12,Oui,1878,À_rénover,Fuel,Non,Non,Oui,Non,Non,Oui,11.5,Banlieue,1,2,3,Agence_locale,2024,5,492,< 800€,13.405994550408717,146,1,2.0,2.7247956403269753,T2
LOC_000340,Montpellier,Ouest,Moderne,56.4,3,1,1,5,Non,1881,À_rénover,Électrique,Non,Non,Oui,Non,Non,Non,4.2,Proche_centre,3,4,4,Promoteur,2024,5,712,< 800€,12.624113475177305,143,1,3.6666666666666665,1.773049645390071,T3
LOC_000341,Toulouse,Nord,Banlieue,74.9,4,2,1,6,Non,1967,À_rénover,Électrique,Non,Non,Non,Non,Non,Non,5.7,Périphérie,1,2,3,Agence_nationale,2023,11,738,< 800€,9.853137516688918,57,0,2.0,2.6702269692923895,T4
LOC_000342,Strasbourg,Centre,Historique,38.1,2,1,1,9,Oui,2011,Moyen,Collectif,Non,Non,Non,Non,Non,Non,1.3,Centre,5,5,3,Agence_nationale,2023,3,461,< 800€,12.0997375328084,13,0,4.333333333333333,2.6246719160104988,T2
LOC_000343,Marseille,Est,Moderne,87.9,5,3,2,12,Oui,1927,Très_bon,Électrique,Non,Non,Non,Non,Non,Oui,13.7,Banlieue,3,4,3,Agence_nationale,2024,10,2166,1800-2500€,24.64163822525597,97,0,3.3333333333333335,3.4129692832764507,T5+
LOC_000344,Paris,1er,Quartier_1er,45.0,3,1,1,3,Non,1927,Moyen,Collectif,Oui,Oui,Oui,Non,Non,Oui,1.8,Centre,4,5,4,Particulier,2024,3,2741,> 2500€,60.91111111111111,97,3,4.333333333333333,2.2222222222222223,T3
LOC_000345,Toulouse,Ouest,Périphérie,29.2,2,1,1,5,Oui,2020,Très_bon,Collectif,Non,Non,Non,Non,Non,Non,14.3,Banlieue,2,3,2,Agence_locale,2023,6,545,< 800€,18.664383561643834,4,0,2.3333333333333335,3.4246575342465753,T2
LOC_000346,Strasbourg,Centre,Gare,79.7,4,2,1,3,Non,1944,Moyen,Électrique,Non,Non,Non,Non,Non,Non,1.8,Centre,5,5,3,Agence_locale,2024,7,765,< 800€,9.598494353826851,80,0,4.333333333333333,2.5094102885821834,T4
LOC_000347,Montpellier,Est,Université,39.4,2,1,1,11,Oui,1971,Très_bon,Gaz,Non,Non,Oui,Non,Oui,Non,9.2,Périphérie,2,2,4,Agence_locale,2024,3,888,800-1200€,22.538071065989847,53,2,2.6666666666666665,2.5380710659898478,T2
LOC_000348,Nice,Sud,Résidentiel,49.9,3,2,1,2,Non,1957,Très_bon,Fuel,Non,Oui,Non,Non,Oui,Oui,3.3,Proche_centre,3,4,4,Agence_nationale,2022,6,1216,1200-1800€,24.3687374749499,67,2,3.6666666666666665,4.008016032064128,T3
LOC_000349,Nantes,Est,Moderne,53.7,3,2,1,12,Oui,2012,Très_bon,Électrique,Non,Non,Oui,Non,Non,Non,13.0,Banlieue,1,3,3,Particulier,2024,8,992,800-1200€,18.472998137802605,12,1,2.3333333333333335,3.7243947858472994,T3
LOC_000350,Nice,Centre,Université,56.4,3,1,1,8,Oui,2014,Très_bon,Gaz,Non,Non,Oui,Non,Oui,Non,1.1,Centre,4,4,5,Agence_locale,2024,8,1533,1200-1800€,27.180851063829788,10,2,4.333333333333333,1.773049645390071,T3
LOC_000351,Toulouse,Nord,Périphérie,39.0,2,1,1,6,Oui,1975,À_rénover,Gaz,Non,Oui,Non,Non,Non,Oui,12.7,Banlieue,1,4,2,Agence_nationale,2022,5,490,< 800€,12.564102564102564,49,1,2.3333333333333335,2.564102564102564,T2
LOC_000352,Nice,Centre,Université,93.6,4,3,2,2,Oui,1864,Bon,Gaz,Oui,Non,Oui,Non,Non,Oui,0.8,Centre,4,4,4,Promoteur,2022,3,2008,1800-2500€,21.452991452991455,160,2,4.0,3.2051282051282057,T4
LOC_000353,Paris,11ème,Quartier_11ème,39.7,2,1,1,1,Non,1954,Moyen,Collectif,Oui,Non,Non,Oui,Non,Non,2.9,Proche_centre,3,4,4,Promoteur,2022,5,1424,1200-1800€,35.869017632241814,70,2,3.6666666666666665,2.5188916876574305,T2
LOC_000354,Bordeaux,Nord,Université,29.4,2,1,1,8,Non,1992,Bon,Gaz,Non,Non,Oui,Non,Oui,Non,14.8,Banlieue,2,3,4,Agence_nationale,2022,11,449,< 800€,15.272108843537415,32,2,3.0,3.4013605442176873,T2
LOC_000355,Nantes,Nord,Périphérie,39.5,2,1,1,11,Oui,1867,Bon,Électrique,Oui,Oui,Non,Non,Non,Non,6.4,Périphérie,2,4,3,Agence_nationale,2024,7,776,< 800€,19.645569620253166,157,2,3.0,2.5316455696202533,T2
LOC_000356,Nice,Nord,Industriel,16.3,1,0,1,0,Non,1884,Moyen,Gaz,Non,Non,Non,Non,Non,Non,8.5,Périphérie,2,4,2,Particulier,2024,8,304,< 800€,18.650306748466257,140,0,2.6666666666666665,0.0,Studio
LOC_000357,Montpellier,Centre,Industriel,24.2,1,0,1,6,Oui,1852,Bon,Électrique,Oui,Oui,Non,Non,Non,Non,0.8,Centre,4,4,5,Agence_nationale,2024,1,576,< 800€,23.801652892561986,172,2,4.333333333333333,0.0,Studio
LOC_000358,Toulouse,Est,Industriel,39.1,2,1,1,0,Oui,2013,Très_bon,Collectif,Non,Oui,Non,Non,Non,Non,8.9,Périphérie,3,2,2,Agence_locale,2024,4,640,< 800€,16.36828644501279,11,1,2.3333333333333335,2.557544757033248,T2
LOC_000359,Marseille,Sud,Périphérie,39.6,2,1,1,3,Non,1855,À_rénover,Électrique,Non,Oui,Non,Non,Non,Non,13.6,Banlieue,3,2,3,Promoteur,2024,2,561,< 800€,14.166666666666666,169,1,2.6666666666666665,2.525252525252525,T2
LOC_000360,Lyon,Ouest,Moderne,40.5,3,2,1,11,Oui,1921,À_rénover,Électrique,Non,Oui,Oui,Non,Non,Non,9.2,Périphérie,1,4,3,Particulier,2023,5,497,< 800€,12.271604938271604,103,2,2.6666666666666665,4.938271604938271,T3
LOC_000361,Marseille,Sud,Résidentiel,40.7,3,2,1,7,Oui,1856,Moyen,Électrique,Non,Oui,Oui,Non,Non,Oui,10.5,Banlieue,2,4,2,Particulier,2022,4,482,< 800€,11.842751842751841,168,2,2.6666666666666665,4.914004914004914,T3
LOC_000362,Montpellier,Centre,Moderne,34.9,2,1,1,0,Non,1866,Moyen,Gaz,Non,Oui,Non,Non,Oui,Oui,0.2,Centre,4,5,4,Promoteur,2024,10,662,< 800€,18.968481375358166,158,2,4.333333333333333,2.865329512893983,T2
LOC_000363,Strasbourg,Nord,Périphérie,54.1,3,1,1,6,Oui,1959,À_rénover,Électrique,Non,Non,Non,Non,Non,Oui,10.5,Banlieue,1,2,4,Particulier,2022,10,650,< 800€,12.014787430683919,65,0,2.3333333333333335,1.8484288354898335,T3
LOC_000364,Lille,Nord,Banlieue,62.5,4,2,1,2,Oui,1861,Très_bon,Électrique,Non,Non,Non,Non,Non,Non,8.1,Périphérie,1,3,3,Agence_nationale,2024,4,844,800-1200€,13.504,163,0,2.3333333333333335,3.2,T4
LOC_000365,Paris,17ème,Quartier_17ème,47.6,3,2,1,0,Oui,1993,Moyen,Gaz,Non,Oui,Non,Non,Non,Non,10.0,Banlieue,3,4,3,Agence_nationale,2023,6,1844,1800-2500€,38.739495798319325,31,1,3.3333333333333335,4.201680672268907,T3
LOC_000366,Nantes,Ouest,Résidentiel,54.4,3,1,1,12,Non,1976,Bon,Gaz,Non,Oui,Non,Non,Non,Non,4.9,Proche_centre,4,4,3,Promoteur,2024,10,797,< 800€,14.650735294117647,48,1,3.6666666666666665,1.8382352941176472,T3
LOC_000367,Nantes,Centre,Gare,63.3,4,3,1,4,Oui,2011,Très_bon,Collectif,Oui,Oui,Oui,Non,Non,Non,1.1,Centre,5,4,3,Agence_locale,2022,1,1255,1200-1800€,19.826224328593998,13,3,4.0,4.739336492890995,T4
LOC_000368,Nice,Centre,Centre-ville,28.9,2,1,1,5,Non,1928,Moyen,Électrique,Non,Oui,Non,Non,Non,Non,0.3,Centre,4,4,3,Agence_locale,2022,3,635,< 800€,21.972318339100347,96,1,3.6666666666666665,3.4602076124567476,T2
LOC_000369,Bordeaux,Est,Industriel,44.2,3,2,1,0,Non,2000,Très_bon,Électrique,Non,Oui,Oui,Non,Non,Non,8.2,Périphérie,3,3,2,Particulier,2022,4,607,< 800€,13.733031674208144,24,2,2.6666666666666665,4.524886877828054,T3
LOC_000370,Lille,Centre,Université,31.8,2,1,1,7,Oui,1895,Bon,Électrique,Non,Non,Non,Non,Non,Non,1.5,Centre,4,4,3,Agence_locale,2023,11,353,< 800€,11.10062893081761,129,0,3.6666666666666665,3.1446540880503147,T2
LOC_000371,Strasbourg,Nord,Résidentiel,31.1,2,1,1,5,Oui,1871,Bon,Gaz,Non,Oui,Non,Non,Non,Non,7.5,Périphérie,2,3,3,Agence_nationale,2023,4,447,< 800€,14.372990353697748,153,1,2.6666666666666665,3.215434083601286,T2
LOC_000372,Nice,Est,Centre-ville,108.7,5,3,1,4,Non,1981,Bon,Gaz,Oui,Oui,Oui,Non,Non,Oui,5.8,Périphérie,3,3,3,Agence_nationale,2023,6,2204,1800-2500€,20.27598896044158,43,3,3.0,2.7598896044158234,T5+
LOC_000373,Nice,Nord,Périphérie,57.6,3,1,1,0,Non,1922,À_rénover,Fuel,Non,Oui,Non,Non,Non,Non,15.0,Banlieue,1,3,2,Agence_locale,2024,11,971,800-1200€,16.85763888888889,102,1,2.0,1.7361111111111112,T3
LOC_000374,Toulouse,Est,Commerce,42.4,3,1,1,11,Non,1937,Moyen,Électrique,Non,Non,Non,Non,Non,Non,12.4,Banlieue,2,2,4,Agence_locale,2024,12,471,< 800€,11.108490566037736,87,0,2.6666666666666665,2.358490566037736,T3
LOC_000375,Paris,16ème,Quartier_16ème,44.3,3,1,1,5,Oui,1958,Moyen,Électrique,Non,Oui,Oui,Oui,Non,Non,12.7,Banlieue,1,3,4,Promoteur,2023,12,2765,> 2500€,62.41534988713319,66,3,2.6666666666666665,2.2573363431151243,T3
LOC_000376,Strasbourg,Centre,Banlieue,19.6,1,0,1,9,Non,2013,Bon,Gaz,Oui,Non,Oui,Non,Non,Oui,0.9,Centre,4,5,4,Agence_locale,2023,4,358,< 800€,18.26530612244898,11,2,4.333333333333333,0.0,Studio
LOC_000377,Bordeaux,Centre,Moderne,61.0,4,3,1,5,Non,1955,Bon,Collectif,Oui,Non,Non,Non,Non,Oui,1.0,Centre,4,5,4,Promoteur,2022,5,839,800-1200€,13.754098360655737,69,1,4.333333333333333,4.918032786885246,T4
LOC_000378,Lille,Sud,Périphérie,20.3,1,0,1,4,Oui,1886,Moyen,Fuel,Non,Oui,Oui,Non,Non,Non,11.6,Banlieue,1,4,2,Agence_nationale,2022,10,300,< 800€,14.778325123152708,138,2,2.3333333333333335,0.0,Studio
LOC_000379,Nantes,Sud,Historique,67.2,4,3,1,6,Oui,2008,Bon,Gaz,Non,Oui,Non,Non,Non,Oui,12.7,Banlieue,1,3,4,Agence_nationale,2024,8,1475,1200-1800€,21.949404761904763,16,1,2.6666666666666665,4.464285714285714,T4
LOC_000380,Toulouse,Est,Historique,19.8,1,0,1,1,Non,1979,Moyen,Électrique,Non,Oui,Non,Non,Oui,Non,9.6,Périphérie,3,3,3,Agence_nationale,2024,2,397,< 800€,20.05050505050505,45,2,3.0,0.0,Studio
LOC_000381,Toulouse,Est,Centre-ville,80.9,4,2,2,7,Oui,1871,Moyen,Gaz,Non,Oui,Non,Non,Oui,Oui,4.4,Proche_centre,3,3,4,Particulier,2024,7,1271,1200-1800€,15.710754017305314,153,2,3.3333333333333335,2.4721878862793574,T4
LOC_000382,Strasbourg,Nord,Gare,48.6,3,1,1,2,Non,1895,Bon,Gaz,Non,Oui,Non,Non,Non,Non,3.1,Proche_centre,5,3,4,Agence_nationale,2024,12,797,< 800€,16.39917695473251,129,1,4.0,2.05761316872428,T3
LOC_000383,Lille,Centre,Centre-ville,30.8,2,1,1,5,Non,1901,Très_bon,Électrique,Non,Non,Oui,Non,Oui,Non,1.5,Centre,4,4,3,Promoteur,2023,1,437,< 800€,14.188311688311687,123,2,3.6666666666666665,3.2467532467532463,T2
LOC_000384,Nantes,Sud,Banlieue,46.8,3,1,1,6,Oui,1904,Bon,Électrique,Oui,Non,Oui,Non,Oui,Non,10.5,Banlieue,2,4,4,Agence_nationale,2024,2,821,800-1200€,17.542735042735043,120,3,3.3333333333333335,2.1367521367521367,T3
LOC_000385,Toulouse,Est,Résidentiel,52.1,3,2,1,11,Oui,1995,Très_bon,Collectif,Non,Non,Non,Non,Non,Non,9.0,Périphérie,2,2,4,Agence_nationale,2022,2,915,800-1200€,17.562380038387715,29,0,2.6666666666666665,3.8387715930902107,T3
LOC_000386,Lyon,Sud,Centre-ville,16.9,1,0,1,8,Oui,1909,Moyen,Fuel,Oui,Oui,Non,Non,Oui,Non,10.0,Banlieue,1,4,2,Particulier,2024,8,351,< 800€,20.76923076923077,115,3,2.3333333333333335,0.0,Studio
LOC_000387,Montpellier,Sud,Commerce,33.6,2,1,1,3,Non,2003,Moyen,Gaz,Non,Oui,Oui,Non,Oui,Non,5.5,Périphérie,2,4,3,Particulier,2022,6,313,< 800€,9.31547619047619,21,3,3.0,2.976190476190476,T2
LOC_000388,Nantes,Sud,Commerce,59.1,3,2,1,12,Oui,1906,Moyen,Électrique,Non,Non,Oui,Non,Oui,Oui,3.6,Proche_centre,5,3,3,Agence_locale,2022,12,656,< 800€,11.099830795262267,118,2,3.6666666666666665,3.3840947546531304,T3
LOC_000389,Lille,Ouest,Commerce,32.0,2,1,1,4,Oui,1900,Bon,Gaz,Non,Oui,Non,Non,Non,Non,3.9,Proche_centre,3,4,4,Promoteur,2022,3,382,< 800€,11.9375,124,1,3.6666666666666665,3.125,T2
LOC_000390,Montpellier,Est,Banlieue,20.4,1,0,1,12,Oui,1947,Moyen,Gaz,Non,Oui,Non,Non,Oui,Non,8.2,Périphérie,2,3,3,Promoteur,2022,8,313,< 800€,15.343137254901961,77,2,2.6666666666666665,0.0,Studio
LOC_000391,Montpellier,Centre,Industriel,41.5,3,2,1,3,Oui,1978,Moyen,Électrique,Non,Non,Oui,Non,Non,Oui,0.9,Centre,4,5,3,Particulier,2024,10,450,< 800€,10.843373493975903,46,1,4.0,4.819277108433735,T3
LOC_000392,Marseille,Nord,Historique,35.3,2,1,1,8,Oui,2012,Très_bon,Collectif,Non,Non,Non,Non,Oui,Non,12.3,Banlieue,3,4,4,Particulier,2023,10,836,800-1200€,23.682719546742213,12,1,3.6666666666666665,2.8328611898017,T2
LOC_000393,Marseille,Sud,Périphérie,81.8,5,4,1,0,Oui,1873,Moyen,Collectif,Non,Oui,Non,Non,Oui,Non,11.2,Banlieue,2,3,4,Agence_nationale,2024,11,1320,1200-1800€,16.136919315403425,151,2,3.0,4.88997555012225,T5+
LOC_000394,Strasbourg,Ouest,Résidentiel,60.3,4,3,1,1,Non,1938,À_rénover,Gaz,Non,Non,Non,Oui,Oui,Non,12.0,Banlieue,1,2,4,Promoteur,2024,9,769,< 800€,12.75290215588723,86,2,2.3333333333333335,4.975124378109453,T4
LOC_000395,Nice,Est,Université,48.1,3,2,1,3,Non,1978,À_rénover,Électrique,Non,Oui,Oui,Non,Non,Oui,5.2,Périphérie,2,3,4,Particulier,2024,7,771,< 800€,16.02910602910603,46,2,3.0,4.158004158004157,T3
LOC_000396,Lyon,Sud,Gare,34.6,2,1,1,0,Non,1972,Moyen,Fuel,Oui,Oui,Non,Non,Non,Oui,6.3,Périphérie,1,4,2,Promoteur,2024,3,635,< 800€,18.352601156069362,52,2,2.3333333333333335,2.8901734104046244,T2
LOC_000397,Nice,Est,Moderne,38.6,2,1,1,5,Oui,1937,À_rénover,Fuel,Non,Non,Oui,Non,Non,Oui,10.3,Banlieue,1,2,3,Promoteur,2024,9,730,< 800€,18.911917098445596,87,1,2.0,2.5906735751295336,T2
LOC_000398,Paris,20ème,Quartier_20ème,37.5,2,1,1,11,Oui,1913,Bon,Électrique,Non,Non,Non,Oui,Non,Non,4.5,Proche_centre,4,3,4,Particulier,2024,3,1206,1200-1800€,32.16,111,1,3.6666666666666665,2.666666666666667,T2
LOC_000399,Montpellier,Nord,Périphérie,41.6,3,2,1,5,Oui,1971,À_rénover,Fuel,Non,Non,Oui,Non,Oui,Non,11.9,Banlieue,3,4,4,Particulier,2024,6,349,< 800€,8.389423076923077,53,2,3.6666666666666665,4.8076923076923075,T3
LOC_000400,Lyon,Sud,Banlieue,42.8,3,1,1,1,Non,1988,Très_bon,Gaz,Non,Non,Oui,Non,Non,Oui,8.6,Périphérie,2,3,3,Agence_locale,2022,8,1240,1200-1800€,28.97196261682243,36,1,2.6666666666666665,2.3364485981308416,T3
LOC_000401,Montpellier,Centre,Université,64.7,4,2,1,1,Non,1935,À_rénover,Collectif,Non,Non,Non,Non,Non,Non,1.3,Centre,5,5,3,Agence_locale,2024,5,638,< 800€,9.860896445131376,89,0,4.333333333333333,3.091190108191654,T4
LOC_000402,Nice,Centre,Gare,26.6,2,1,1,11,Non,1996,Bon,Fuel,Non,Non,Oui,Oui,Non,Non,1.5,Centre,5,5,4,Agence_locale,2023,2,477,< 800€,17.93233082706767,28,2,4.666666666666667,3.7593984962406015,T2
LOC_000403,Lille,Ouest,Commerce,68.2,4,2,1,5,Oui,1925,À_rénover,Électrique,Non,Non,Oui,Non,Non,Non,3.1,Proche_centre,5,4,4,Particulier,2024,11,463,< 800€,6.7888563049853365,99,1,4.333333333333333,2.9325513196480935,T4
LOC_000404,Lille,Est,Commerce,45.7,3,1,1,0,Non,1935,Bon,Fuel,Non,Non,Oui,Non,Non,Non,11.4,Banlieue,2,4,3,Agence_nationale,2023,12,460,< 800€,10.065645514223194,89,1,3.0,2.1881838074398248,T3
LOC_000405,Paris,18ème,Quartier_18ème,36.5,2,1,1,10,Oui,1939,Moyen,Électrique,Non,Oui,Non,Oui,Non,Non,7.7,Périphérie,1,3,4,Particulier,2024,3,1177,800-1200€,32.24657534246575,85,2,2.6666666666666665,2.73972602739726,T2
LOC_000406,Montpellier,Nord,Périphérie,39.4,2,1,1,2,Oui,1900,Moyen,Gaz,Non,Oui,Non,Non,Oui,Non,11.4,Banlieue,2,4,2,Particulier,2024,5,506,< 800€,12.842639593908629,124,2,2.6666666666666665,2.5380710659898478,T2
LOC_000407,Montpellier,Nord,Centre-ville,44.1,3,1,1,9,Oui,1888,Moyen,Électrique,Oui,Oui,Non,Non,Non,Non,9.2,Périphérie,2,4,4,Particulier,2022,6,483,< 800€,10.952380952380953,136,2,3.3333333333333335,2.2675736961451247,T3
LOC_000408,Strasbourg,Sud,Moderne,44.0,3,2,1,1,Non,2021,Bon,Gaz,Non,Non,Non,Non,Oui,Non,4.4,Proche_centre,4,4,4,Agence_nationale,2023,11,589,< 800€,13.386363636363637,3,1,4.0,4.545454545454546,T3
LOC_000409,Lyon,Sud,Gare,54.5,3,2,1,6,Non,1855,Bon,Fuel,Non,Oui,Oui,Non,Non,Non,13.3,Banlieue,3,2,2,Particulier,2024,3,993,800-1200€,18.220183486238533,169,2,2.3333333333333335,3.669724770642202,T3
LOC_000410,Marseille,Centre,Banlieue,27.8,2,1,1,2,Non,2017,Neuf,Électrique,Non,Oui,Non,Non,Non,Non,0.6,Centre,5,4,3,Agence_nationale,2022,10,659,< 800€,23.705035971223023,7,1,4.0,3.597122302158273,T2
LOC_000411,Nice,Ouest,Moderne,38.8,2,1,1,8,Non,1940,Moyen,Électrique,Non,Non,Oui,Oui,Oui,Non,8.9,Périphérie,1,2,4,Agence_locale,2022,9,499,< 800€,12.860824742268042,84,3,2.3333333333333335,2.577319587628866,T2
LOC_000412,Nice,Nord,Périphérie,47.2,3,1,1,6,Oui,1891,Moyen,Gaz,Oui,Oui,Non,Non,Oui,Non,9.6,Périphérie,3,4,4,Agence_locale,2024,6,1160,800-1200€,24.576271186440678,133,3,3.6666666666666665,2.11864406779661,T3
